,Unnamed: 0.1,Unnamed: 0,date,hosts,id,length,start,end,title,summary,keywords,date_time_start,date_time_end,content_id,fragment
368,368,368,2020-04-08,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02143144_02_segment,00:11:32,22:35:37,22:47:10,Ab Osterhaus and Marloes Lemsom look ahead to the press conference of Prime Minister Rutte and Minister De Jonge,The number of corona infections has almost doubled compared to last week. The cabinet now also seems to be concerned: Minister De Jonge and Prime Minister Rutte will give a press conference on Thursday. Political reporter at EenVandaag Marloes Lemsom and virologist Ab Osterhaus talk about it at Op1.,"['seems', 'news reporter', 'coronabesmettingen']",2020-04-08 22:35:37,2020-04-08 22:47:10,WON02143144,2
369,369,369,2020-04-08,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02143144_03_segment,00:12:53,22:47:11,23:00:05,Dutch track cyclists have to wait another year for the Olympic Games in Tokyo,"At the beginning of this year, the Dutch track cyclists took World Cup gold in the team sprint for the third year in a row. Roy van den Berg, Jeffrey Hoogland and Harrie Lavreysen also pulverized the world record that had been held by the Germans since 2013. It would be the race this team trained for so long: the Olympic team sprint in Tokyo. But as we now know: corona threw a spanner in the works. What would their day have looked like today? Are they indeed unbeatable? They are guests at Op1.","['berg', 'two thousand and thirteen', 'olympic']",2020-04-08 22:47:11,2020-04-08 23:00:05,WON02143144,3
370,370,370,2020-04-08,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02143144_04_segment,00:09:08,23:00:31,23:09:39,Eppo TV: Summer cucumber time through the years,"Director of Sound and Vision, Eppo van Nispen, dived into his archive for us to look back at the summer cucumber season over the years. And every summer it's that time again; in a period with little news, the cucumber news comes naturally.","['sound', 'director', 'cucumber news']",2020-04-08 23:00:31,2020-04-08 23:09:39,WON02143144,4
371,371,371,2020-04-08,"['Fikse, Margje', 'Allush, Kefah']",OP1__________-WON02143144_05_segment,00:16:57,23:09:40,23:26:34,How far can you go as a trainer and coach to get the most out of young sports talents?,"How far can you go as a trainer and coach to get the most out of young sports talents? Where are the boundaries? Tennis coach Raemon Sluiter, Olympic swimming champion Inge de Bruijn, former cyclist Roxane Knetemann and sports journalist Barbara Barend discuss this difficult dilemma.","['optimal', 'barbara', 'sports journalist']",2020-04-08 23:09:40,2020-04-08 23:26:34,WON02143144,5
372,372,372,2021-04-08,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02245600_01_segment,00:15:38,22:36:29,22:52:07,"Ellen Hoog, Ellen van Langen and Maarten van der Weijden with the latest Olympic news","It was another beautiful day for the Netherlands at the Olympic Games in Tokyo. Sharon van Rouwendaal, Femke Bol and Maikel van der Vleuten captured a silver and two bronze medals, bringing the total to 23 medals. That means that the record of 25 Olympic medals from 2000 is coming into view. Will they be historic Games? We discuss it at Op1 with Olympic champions Ellen Hoog, Ellen van Langen and Maarten van der Weijden.","['long', 'twenty-five', 'olympic']",2021-04-08 22:36:29,2021-04-08 22:52:07,WON02245600,1
373,373,373,2021-04-08,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02245600_02_segment,00:15:47,22:52:38,23:08:25,"Lale Gül, Tinkebell and Meike Lubbers about tackling online threats","Swear words, hate messages and death threats. Writer Lale Gül and artist Tinkebell deal with it daily online. Legally there is often nothing to do against it. This must change, they now argue. But is such a change of law feasible? Gül, Tinkebell and criminal lawyer Meike Lubbers discuss it at Op1.","['online', 'change', 'criminal lawyer']",2021-04-08 22:52:38,2021-04-08 23:08:25,WON02245600,2
374,374,374,2021-04-08,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02245600_03_segment,00:10:35,23:08:25,23:18:57,Henk Wijngaard and Michael Nijman on the culture of pirate music,"Schlagers, polkas, attic studios and village festivals. The culture of pirate music has been added to the list of intangible heritage in the Netherlands. More than justified, say singer Henk Wijngaard and radio DJ Michael Nijman. According to them, it is an important tradition that brings people together in large parts of the country. They tell all about it at Op1.","['radio', 'michael', 'village festivals']",2021-04-08 23:08:25,2021-04-08 23:18:57,WON02245600,3
375,375,375,2022-04-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02335165_01_segment,00:06:17,22:18:10,22:24:27,Kees de Jong about animal activists who threaten to occupy cattle farmers' stables,"Animal activists this week threatened to occupy farmers' stables and free animals from the stables. LTO Nederland is concerned about messages circulating on social media and calls on its members to remain vigilant for possible actions. Chairman of the LTO Poultry Farming Department, Kees de Jong tells Op1 what the LTO is afraid of.","['possible', 'Netherlands', 'animal activists']",2022-04-08 22:18:10,2022-04-08 22:24:27,WON02335165,1
376,376,376,2022-04-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02335165_02_segment,00:14:50,22:25:20,22:40:10,Kelly de Vries about the plans of the Peter R. de Vries Foundation,"Stichting de Gouden Tip continued as the Peter R. de Vries Foundation as a tribute to the deceased Peter R. de Vries. Still with the aim of solving cold cases by offering a high reward for that one golden tip. Daughter of Peter R., Kelly de Vries joins Op1 to talk about the foundation's plans.","['always', 'plan', 'golden']",2022-04-08 22:25:20,2022-04-08 22:40:10,WON02335165,2
377,377,377,2022-04-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02335165_03_segment,00:14:28,22:40:50,22:55:18,Jessica Durlacher has been in the writing business for 25 years,"After 25 years, she still thinks writing is a party. Jessica Durlacher is celebrating her 25th anniversary as a writer this year. With works such as Het Conscience and De Held, Durlacher won the Gouden Ezelsoor for the best-selling debut novel and the Opzij Literature Prize for female writers whose work contributes to the development, awareness and emancipation of women. At Op1 we look back on 25 years of writing.","['golden', 'twenty-five', 'debut novel']",2022-04-08 22:40:50,2022-04-08 22:55:18,WON02335165,3
378,378,378,2022-04-08,"['Brink, Tijs van den', 'Fikse, Margje']",OP1__________-WON02335165_04_segment,00:13:59,22:55:20,23:09:04,"Jeroen ter Brugge, Wytze Stellingwerf and Ad Geerdink about the recovered 'figurehead Barry'","No shrimps, but a flawless wooden figurehead from the seventeenth century. Wieringe shrimp fishermen had to blink their eyes on Wednesday when the fishing nets were collected and 'figurehead Barry' emerged from the sea. Barry is in the studio at Op1 and connoisseurs Jeroen ter Brugge, Ad Geerdink and Wytze Stellingwerf tell all about this unique find.","['all', 'seventeenth', 'shrimp fishermen']",2022-04-08 22:55:20,2022-04-08 23:09:04,WON02335165,4
379,379,379,2021-04-10,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02260152_01_segment,00:15:52,22:35:02,22:50:54,ChristenUnie leader Gert-Jan Segers about the continuation of the formation,On Tuesday informateur Remkes will enter into a debate with a critical House of Representatives. His advice: a cabinet with the same parties as in the past four years. Gert-Jan Segers and his party therefore get into the formation boat with the same cabinet. Why will it be different now? Monday evening at Op1 we discuss it with the leader of the ChristenUnie.,"['formation boat', 'critical', 'same']",2021-04-10 22:35:02,2021-04-10 22:50:54,WON02260152,1
380,380,380,2021-04-10,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02260152_02_segment,00:11:21,22:51:32,23:02:54,Michel and Peet Traub have been training vulnerable young people to become plasterers for 11 years,"The Hague brothers Michel and Peet Traub were widely praised in The Hague for their solution to the gigantic shortage of personnel in the construction sector. They have been training vulnerable young people to become plasterers for 11 years and last year entered into a partnership with the municipality of The Hague. Due to bureaucratic failure, the project ends and their training company is on the brink of collapse. On Monday at Op1, the brothers talk about the special training, which is more than a workplace for most.","['eleven', 'training company', 'michel']",2021-04-10 22:51:32,2021-04-10 23:02:54,WON02260152,2
381,381,381,2021-04-10,"['Logtenberg, Hugo', 'Moussaid, Nadia']",OP1__________-WON02260152_03_segment,00:16:38,23:02:54,23:19:30,"Ben Meindertsma, Tony van den Bosch, Evgeniy Levchenko & Marjan Olfers about match fixing in the sports world","Suspicions of match fixing in the Dutch darts, tennis and basketball world, but also in the biggest sport in our country: football. NOS journalist Ben Meindertsma releases a lot with the podcast 'Gefixt'. Basketball coach Tony van den Bosch suspects that his players have cheated, while former football player Evgeniy Levchenko wants to protect players from fixers. On Monday evening at Op1, the three gentlemen discuss the dark world of match fixing with Professor of Sports and Law Marjan Olfers.","['professor', 'match fixing', 'basketball world']",2021-04-10 23:02:54,2021-04-10 23:19:30,WON02260152,3
382,382,382,2020-04-11,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02171308_01_segment,00:39:23,22:36:33,23:15:57,"Laila Frank, Greg Shapiro, Arendo Joustra and Martha Canning on the unprecedented tension of the American elections","The battle between Joe Biden and Donald Trump in the US election is still incredibly exciting. President Trump has already claimed victory this morning, while the results are still neck and neck. Tonight on Op1 we go through the latest news with America correspondent Laila Frank, comedian and American Greg Shapiro, editor-in-chief of Elsevier Arendo Joustra and former president of the American Women's Club of Amsterdam Martha Canning.","['news', 'American', 'victory']",2020-04-11 22:36:33,2020-04-11 23:15:57,WON02171308,1
383,383,383,2020-04-11,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02171308_02_segment,00:09:28,23:16:59,23:26:27,Jeroen Pauw starts his new talk show on Sunday evening: Pauw enters,"Jeroen Pauw will talk tonight at Op1 about his new itinerant talk show that will start on Sunday evening. In his new program, Jeroen Pauw talks to people who normally cannot or do not want to come to the studio, while they are the subject of conversation. 'Pauw comes in' will visit a TBS clinic, a nursing home and the Radboudumc hospital in Nijmegen this Sunday. There he talks to doctors and nurses about the major impact of corona on healthcare.","['inside', 'Sunday night', 'nurses']",2020-04-11 23:16:59,2020-04-11 23:26:27,WON02171308,2
384,384,384,2020-04-11,"['Napel, Carrie ten', 'Groenhuijsen, Charles']",OP1__________-WON02171308_03_segment,00:08:48,23:26:28,23:35:12,Ali B finally back with 'Ali B at full throttle',"Ali B at full throttle is finally back! The program in which artists with a long track record join forces with young hip-hop talents. What can artists such as Trijntje Oosterhuis, Patricia Paay and Wolter Kroes learn from hip-hop artists Leafs, Famke Louise and Poke, and vice versa? With the help of Ali, the popular artists give each other's hits a new (hip-hop) jacket. Tonight at Op1, Ali B tells us which special duos we can expect new hits from.","['perhaps', 'op1', 'artists']",2020-04-11 23:26:28,2020-04-11 23:35:12,WON02171308,3
385,385,385,2021-04-11,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02268182_01_segment,00:08:29,22:26:39,22:35:09,Op1 - The Opening of Thursday 4 November,"The news of the day of November 4, 2021.","['november', 'news', 'two thousand and twenty-one']",2021-04-11 22:26:39,2021-04-11 22:35:09,WON02268182,1
386,386,386,2021-04-11,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02268182_02_segment,00:15:32,22:35:08,22:50:41,General practitioners Güven Yildiz & Matthijs van der Poel and chairman of Maasstad Hospital Peter Langenbach about the current corona situation,"One of the groups that is lagging behind in vaccination consists of people with a migration background. General practitioner Güven Yildiz has already given up hope of convincing people, while her colleague Matthijs van der Poel still wants to convince as many people as possible: if necessary by financial compensation. At Op1 they join Peter Langenbach, chairman of the Maasstad Hospital.","['Hopital', 'possible', 'migration background']",2021-04-11 22:35:08,2021-04-11 22:50:41,WON02268182,2
387,387,387,2021-04-11,"['Kelder, Jort', 'Sijtsma, Welmoed']",OP1__________-WON02268182_03_segment,00:16:05,22:50:41,23:06:47,"Jacco Vonhof, Marieke Blom, Ans Rietstra & Lodewijk Hoekstra about the huge staff shortage in many sectors","There are currently more than 326,000 vacancies in our country, which has never been so many. So we are facing a huge staff shortage. From the hospitality industry to healthcare and from business to gardeners: companies don't know where to get the staff from. For example, operational director of ProRail Ans Rietstra had too few staff on various routes last week. She joins Op1 together with chairman of MKB Nederland Jacco Vonhof, chief economist at ING Marieke Blom & gardener Lodewijk Hoekstra.","['zero', 'operational', 'staff shortage']",2021-04-11 22:50:41,2021-04-11 23:06:47,WON02268182,3
